dataset,policy,rep,seed_split,seed_cv,seed_opt,cv_best,test_acc,evals_to_99pct,final_curve_value
steel-faults,row_major,7,7,42,7,0.7706047090550773,0.7377892030848329,36,0.7706047090550773
steel-faults,row_major,8,8,42,8,0.7699719946063687,0.7583547557840618,37,0.7699719946063687
steel-faults,row_major,9,9,42,9,0.7538927497147598,0.781491002570694,36,0.7538927497147598
steel-faults,row_major,10,10,42,10,0.7609542578570687,0.7917737789203085,36,0.7609542578570687
steel-faults,row_major,11,11,42,11,0.7713038066590603,0.7583547557840618,36,0.7713038066590603
steel-faults,row_major,12,12,42,12,0.7609189918058293,0.7686375321336761,37,0.7609189918058293
steel-faults,row_major,13,13,42,13,0.7564194585623898,0.7763496143958869,36,0.7564194585623898
steel-faults,row_major,14,14,42,14,0.7654641634685199,0.7789203084832905,36,0.7654641634685199
steel-faults,row_major,15,15,42,15,0.7603360647235764,0.7712082262210797,36,0.7603360647235764
steel-faults,row_major,16,16,42,16,0.7571123327455658,0.7506426735218509,36,0.7571123327455658
steel-faults,row_major,17,17,42,17,0.7628752204128203,0.8071979434447301,37,0.7628752204128203
steel-faults,row_major,18,18,42,18,0.7712726895550255,0.7583547557840618,37,0.7712726895550255
steel-faults,row_major,19,19,42,19,0.7628938906752412,0.7583547557840618,27,0.7628938906752412
steel-faults,row_major,20,20,42,20,0.7513100300798673,0.781491002570694,36,0.7513100300798673
steel-faults,row_major,21,21,42,21,0.7706420495799191,0.7377892030848329,36,0.7706420495799191
steel-faults,row_major,22,22,42,22,0.7596431905404003,0.7789203084832905,37,0.7596431905404003
steel-faults,row_major,23,23,42,23,0.7480883725754589,0.781491002570694,36,0.7480883725754589
steel-faults,row_major,24,24,42,24,0.7680323617881962,0.7480719794344473,36,0.7680323617881962
steel-faults,row_major,25,25,42,25,0.7628835183072296,0.7429305912596401,36,0.7628835183072296
steel-faults,row_major,26,26,42,26,0.7686733741313143,0.7634961439588689,36,0.7686733741313143
steel-faults,row_major,27,27,42,27,0.7770583964319054,0.7455012853470437,37,0.7770583964319054
steel-faults,row_major,28,28,42,28,0.7551851467690074,0.7737789203084833,36,0.7551851467690074
steel-faults,row_major,29,29,42,29,0.7660968779172285,0.7866323907455013,37,0.7660968779172285
steel-faults,col_major,0,0,42,0,0.7506441240535214,0.8071979434447301,64,0.7506441240535214
steel-faults,col_major,1,1,42,1,0.7802925007779276,0.7326478149100257,64,0.7802925007779276
steel-faults,col_major,2,2,42,2,0.7609542578570688,0.7557840616966581,54,0.7609542578570688
steel-faults,col_major,3,3,42,3,0.7738595581371227,0.7506426735218509,54,0.7738595581371227
steel-faults,col_major,4,4,42,4,0.7641655429934654,0.7480719794344473,46,0.7641655429934654
steel-faults,col_major,5,5,42,5,0.7577346748262628,0.7506426735218509,64,0.7577346748262628
steel-faults,col_major,6,6,42,6,0.7564381288248108,0.7712082262210797,29,0.7564381288248108
steel-faults,col_major,7,7,42,7,0.7706047090550773,0.7377892030848329,54,0.7706047090550773
steel-faults,col_major,8,8,42,8,0.7699719946063687,0.7583547557840618,64,0.7699719946063687
steel-faults,col_major,9,9,42,9,0.7538927497147598,0.781491002570694,29,0.7538927497147598
steel-faults,col_major,10,10,42,10,0.7609542578570687,0.7917737789203085,54,0.7609542578570687
steel-faults,col_major,11,11,42,11,0.7713038066590603,0.7583547557840618,54,0.7713038066590603
steel-faults,col_major,12,12,42,12,0.7609189918058293,0.7686375321336761,55,0.7609189918058293
steel-faults,col_major,13,13,42,13,0.7564194585623898,0.7763496143958869,46,0.7564194585623898
steel-faults,col_major,14,14,42,14,0.7654641634685199,0.7789203084832905,54,0.7654641634685199
steel-faults,col_major,15,15,42,15,0.7603360647235764,0.7712082262210797,46,0.7603360647235764
steel-faults,col_major,16,16,42,16,0.7571123327455658,0.7506426735218509,45,0.7571123327455658
steel-faults,col_major,17,17,42,17,0.7628752204128203,0.8071979434447301,64,0.7628752204128203
steel-faults,col_major,18,18,42,18,0.7712726895550255,0.7583547557840618,37,0.7712726895550255
steel-faults,col_major,19,19,42,19,0.7628938906752412,0.7583547557840618,46,0.7628938906752412
steel-faults,col_major,20,20,42,20,0.7513100300798673,0.781491002570694,46,0.7513100300798673
steel-faults,col_major,21,21,42,21,0.7706420495799191,0.7377892030848329,54,0.7706420495799191
steel-faults,col_major,22,22,42,22,0.7596431905404003,0.7789203084832905,64,0.7596431905404003
steel-faults,col_major,23,23,42,23,0.7480883725754589,0.781491002570694,46,0.7480883725754589
steel-faults,col_major,24,24,42,24,0.7680323617881962,0.7480719794344473,54,0.7680323617881962
steel-faults,col_major,25,25,42,25,0.7628835183072296,0.7429305912596401,54,0.7628835183072296
steel-faults,col_major,26,26,42,26,0.7686733741313143,0.7634961439588689,54,0.7686733741313143
steel-faults,col_major,27,27,42,27,0.7770583964319054,0.7455012853470437,55,0.7770583964319054
steel-faults,col_major,28,28,42,28,0.7551851467690074,0.7737789203084833,46,0.7551851467690074
steel-faults,col_major,29,29,42,29,0.7660968779172285,0.7866323907455013,55,0.7660968779172285
steel-faults,spiral,0,0,42,0,0.7506441240535214,0.8071979434447301,14,0.7506441240535214
steel-faults,spiral,1,1,42,1,0.7802925007779276,0.7326478149100257,14,0.7802925007779276
steel-faults,spiral,2,2,42,2,0.7609542578570688,0.7557840616966581,2,0.7609542578570688
steel-faults,spiral,3,3,42,3,0.7738595581371227,0.7506426735218509,2,0.7738595581371227
steel-faults,spiral,4,4,42,4,0.7641655429934654,0.7480719794344473,2,0.7641655429934654
steel-faults,spiral,5,5,42,5,0.7577346748262628,0.7506426735218509,14,0.7577346748262628
steel-faults,spiral,6,6,42,6,0.7564381288248108,0.7712082262210797,1,0.7564381288248108
steel-faults,spiral,7,7,42,7,0.7706047090550773,0.7377892030848329,10,0.7706047090550773
steel-faults,spiral,8,8,42,8,0.7699719946063687,0.7583547557840618,14,0.7699719946063687
steel-faults,spiral,9,9,42,9,0.7538927497147598,0.781491002570694,1,0.7538927497147598
steel-faults,spiral,10,10,42,10,0.7609542578570687,0.7917737789203085,2,0.7609542578570687
steel-faults,spiral,11,11,42,11,0.7713038066590603,0.7583547557840618,2,0.7713038066590603
steel-faults,spiral,12,12,42,12,0.7609189918058293,0.7686375321336761,2,0.7609189918058293
steel-faults,spiral,13,13,42,13,0.7564194585623898,0.7763496143958869,3,0.7564194585623898
steel-faults,spiral,14,14,42,14,0.7654641634685199,0.7789203084832905,10,0.7654641634685199
steel-faults,spiral,15,15,42,15,0.7603360647235764,0.7712082262210797,3,0.7603360647235764
steel-faults,spiral,16,16,42,16,0.7571123327455658,0.7506426735218509,1,0.7571123327455658
steel-faults,spiral,17,17,42,17,0.7628752204128203,0.8071979434447301,14,0.7628752204128203
steel-faults,spiral,18,18,42,18,0.7712726895550255,0.7583547557840618,14,0.7712726895550255
steel-faults,spiral,19,19,42,19,0.7628938906752412,0.7583547557840618,3,0.7628938906752412
steel-faults,spiral,20,20,42,20,0.7513100300798673,0.781491002570694,2,0.7513100300798673
steel-faults,spiral,21,21,42,21,0.7706420495799191,0.7377892030848329,10,0.7706420495799191
steel-faults,spiral,22,22,42,22,0.7596431905404003,0.7789203084832905,14,0.7596431905404003
steel-faults,spiral,23,23,42,23,0.7480883725754589,0.781491002570694,2,0.7480883725754589
steel-faults,spiral,24,24,42,24,0.7680323617881962,0.7480719794344473,6,0.7680323617881962
steel-faults,spiral,25,25,42,25,0.7628835183072296,0.7429305912596401,2,0.7628835183072296
steel-faults,spiral,26,26,42,26,0.7686733741313143,0.7634961439588689,10,0.7686733741313143
steel-faults,spiral,27,27,42,27,0.7770583964319054,0.7455012853470437,2,0.7770583964319054
steel-faults,spiral,28,28,42,28,0.7551851467690074,0.7737789203084833,3,0.7551851467690074
steel-faults,spiral,29,29,42,29,0.7660968779172285,0.7866323907455013,2,0.7660968779172285
steel-faults,random,0,0,42,0,0.7506441240535214,0.8071979434447301,92,0.7506441240535214
steel-faults,random,1,1,42,1,0.7802925007779276,0.7326478149100257,7,0.7802925007779276
steel-faults,random,2,2,42,2,0.7609542578570688,0.7557840616966581,21,0.7609542578570688
steel-faults,random,3,3,42,3,0.7738595581371227,0.7506426735218509,20,0.7738595581371227
steel-faults,random,4,4,42,4,0.7641655429934654,0.7480719794344473,19,0.7641655429934654
steel-faults,random,5,5,42,5,0.7577346748262628,0.7506426735218509,68,0.7577346748262628
steel-faults,random,6,6,42,6,0.7564381288248108,0.7712082262210797,9,0.7564381288248108
steel-faults,random,7,7,42,7,0.7706047090550773,0.7377892030848329,37,0.7706047090550773
steel-faults,random,8,8,42,8,0.7699719946063687,0.7583547557840618,49,0.7699719946063687
steel-faults,random,9,9,42,9,0.7538927497147598,0.781491002570694,18,0.7538927497147598
steel-faults,random,10,10,42,10,0.7609542578570687,0.7917737789203085,35,0.7609542578570687
steel-faults,random,11,11,42,11,0.7713038066590603,0.7583547557840618,22,0.7713038066590603
steel-faults,random,12,12,42,12,0.7609189918058293,0.7686375321336761,29,0.7609189918058293
steel-faults,random,13,13,42,13,0.7564194585623898,0.7763496143958869,39,0.7564194585623898
steel-faults,random,14,14,42,14,0.7654641634685199,0.7789203084832905,3,0.7654641634685199
steel-faults,random,15,15,42,15,0.7603360647235764,0.7712082262210797,2,0.7603360647235764
steel-faults,random,16,16,42,16,0.7571123327455658,0.7506426735218509,31,0.7571123327455658
steel-faults,random,17,17,42,17,0.7628752204128203,0.8071979434447301,40,0.7628752204128203
steel-faults,random,18,18,42,18,0.7712726895550255,0.7583547557840618,53,0.7712726895550255
steel-faults,random,19,19,42,19,0.7628938906752412,0.7583547557840618,43,0.7628938906752412
steel-faults,random,20,20,42,20,0.7513100300798673,0.781491002570694,5,0.7513100300798673
steel-faults,random,21,21,42,21,0.7706420495799191,0.7377892030848329,18,0.7706420495799191
steel-faults,random,22,22,42,22,0.7596431905404003,0.7789203084832905,51,0.7596431905404003
steel-faults,random,23,23,42,23,0.7480883725754589,0.781491002570694,57,0.7480883725754589
steel-faults,random,24,24,42,24,0.7680323617881962,0.7480719794344473,49,0.7680323617881962
steel-faults,random,25,25,42,25,0.7628835183072296,0.7429305912596401,20,0.7628835183072296
steel-faults,random,26,26,42,26,0.7686733741313143,0.7634961439588689,36,0.7686733741313143
steel-faults,random,27,27,42,27,0.7770583964319054,0.7455012853470437,31,0.7770583964319054
steel-faults,random,28,28,42,28,0.7551851467690074,0.7737789203084833,8,0.7551851467690074
steel-faults,random,29,29,42,29,0.7660968779172285,0.7866323907455013,38,0.7660968779172285
ozone-8hr,row_major,0,0,42,0,0.9422745241136046,0.9506903353057199,1,0.9422745241136046
ozone-8hr,row_major,1,1,42,1,0.9467214012041598,0.9487179487179487,35,0.9467214012041598
ozone-8hr,row_major,2,2,42,2,0.9467214012041598,0.9428007889546351,26,0.9467214012041598
ozone-8hr,row_major,3,3,42,3,0.9472091467493767,0.9428007889546351,26,0.9472091467493767
ozone-8hr,row_major,4,4,42,4,0.9452411360457337,0.9487179487179487,1,0.9452411360457337
ozone-8hr,row_major,5,5,42,5,0.9462239250744997,0.9309664694280079,1,0.9462239250744997
ozone-8hr,row_major,6,6,42,6,0.9452411360457337,0.9447731755424064,1,0.9452411360457337
ozone-8hr,row_major,7,7,42,7,0.9462239250744998,0.9388560157790927,1,0.9462239250744998
ozone-8hr,row_major,8,8,42,8,0.9452435686918446,0.9506903353057199,1,0.9452435686918446
ozone-8hr,row_major,9,9,42,9,0.9452472176610108,0.9585798816568047,1,0.9452472176610108
ozone-8hr,row_major,10,10,42,10,0.9447485252082952,0.9349112426035503,1,0.9447485252082952
ozone-8hr,row_major,11,11,42,11,0.9437620872103631,0.9566074950690335,1,0.9437620872103631
ozone-8hr,row_major,12,12,42,12,0.9452423523687891,0.9349112426035503,1,0.9452423523687891
ozone-8hr,row_major,13,13,42,13,0.9457386121753938,0.9349112426035503,1,0.9457386121753938
ozone-8hr,row_major,14,14,42,14,0.9427683512740984,0.9526627218934911,1,0.9427683512740984
ozone-8hr,row_major,15,15,42,15,0.945238703399623,0.9467455621301775,1,0.945238703399623
ozone-8hr,row_major,16,16,42,16,0.9482053153317521,0.9447731755424064,35,0.9482053153317521
ozone-8hr,row_major,17,17,42,17,0.9481992337164751,0.9428007889546351,35,0.9481992337164751
ozone-8hr,row_major,18,18,42,18,0.9501757586815058,0.9211045364891519,35,0.9501757586815058
ozone-8hr,row_major,19,19,42,19,0.9452374870765675,0.9487179487179487,1,0.9452374870765675
ozone-8hr,row_major,20,20,42,20,0.9457313142370614,0.9566074950690335,1,0.9457313142370614
ozone-8hr,row_major,21,21,42,21,0.9467214012041598,0.9526627218934911,35,0.9467214012041598
ozone-8hr,row_major,22,22,42,22,0.9432682600498692,0.9585798816568047,1,0.9432682600498692
ozone-8hr,row_major,23,23,42,23,0.9477066228790367,0.9467455621301775,27,0.9477066228790367
ozone-8hr,row_major,24,24,42,24,0.9427671349510429,0.9467455621301775,1,0.9427671349510429
ozone-8hr,row_major,25,25,42,25,0.94327069269598,0.9526627218934911,1,0.94327069269598
ozone-8hr,row_major,26,26,42,26,0.9477078392020921,0.9349112426035503,26,0.9477078392020921
ozone-8hr,row_major,27,27,42,27,0.946227574043666,0.9526627218934911,1,0.946227574043666
ozone-8hr,row_major,28,28,42,28,0.9437657361795292,0.9487179487179487,1,0.9437657361795292
ozone-8hr,row_major,29,29,42,29,0.9442534817247459,0.9506903353057199,1,0.9442534817247459
ozone-8hr,col_major,0,0,42,0,0.9422745241136046,0.9506903353057199,1,0.9422745241136046
ozone-8hr,col_major,1,1,42,1,0.9467214012041598,0.9487179487179487,8,0.9467214012041598
ozone-8hr,col_major,2,2,42,2,0.9467214012041598,0.9428007889546351,8,0.9467214012041598
ozone-8hr,col_major,3,3,42,3,0.9472091467493767,0.9428007889546351,8,0.9472091467493767
ozone-8hr,col_major,4,4,42,4,0.9452411360457337,0.9487179487179487,1,0.9452411360457337
ozone-8hr,col_major,5,5,42,5,0.9462239250744997,0.9309664694280079,1,0.9462239250744997
ozone-8hr,col_major,6,6,42,6,0.9452411360457337,0.9447731755424064,1,0.9452411360457337
ozone-8hr,col_major,7,7,42,7,0.9462239250744998,0.9388560157790927,1,0.9462239250744998
ozone-8hr,col_major,8,8,42,8,0.9452435686918446,0.9506903353057199,1,0.9452435686918446
ozone-8hr,col_major,9,9,42,9,0.9452472176610108,0.9585798816568047,1,0.9452472176610108
ozone-8hr,col_major,10,10,42,10,0.9447485252082952,0.9349112426035503,1,0.9447485252082952
ozone-8hr,col_major,11,11,42,11,0.9437620872103631,0.9566074950690335,1,0.9437620872103631
ozone-8hr,col_major,12,12,42,12,0.9452423523687891,0.9349112426035503,1,0.9452423523687891
ozone-8hr,col_major,13,13,42,13,0.9457386121753938,0.9349112426035503,1,0.9457386121753938
ozone-8hr,col_major,14,14,42,14,0.9427683512740984,0.9526627218934911,1,0.9427683512740984
ozone-8hr,col_major,15,15,42,15,0.945238703399623,0.9467455621301775,1,0.945238703399623
ozone-8hr,col_major,16,16,42,16,0.9482053153317521,0.9447731755424064,9,0.9482053153317521
ozone-8hr,col_major,17,17,42,17,0.9481992337164751,0.9428007889546351,9,0.9481992337164751
ozone-8hr,col_major,18,18,42,18,0.9501757586815058,0.9211045364891519,8,0.9501757586815058
ozone-8hr,col_major,19,19,42,19,0.9452374870765675,0.9487179487179487,1,0.9452374870765675
ozone-8hr,col_major,20,20,42,20,0.9457313142370614,0.9566074950690335,1,0.9457313142370614
ozone-8hr,col_major,21,21,42,21,0.9467214012041598,0.9526627218934911,8,0.9467214012041598
ozone-8hr,col_major,22,22,42,22,0.9432682600498692,0.9585798816568047,1,0.9432682600498692
ozone-8hr,col_major,23,23,42,23,0.9477066228790367,0.9467455621301775,8,0.9477066228790367
ozone-8hr,col_major,24,24,42,24,0.9427671349510429,0.9467455621301775,1,0.9427671349510429
ozone-8hr,col_major,25,25,42,25,0.94327069269598,0.9526627218934911,1,0.94327069269598
ozone-8hr,col_major,26,26,42,26,0.9477078392020921,0.9349112426035503,8,0.9477078392020921
ozone-8hr,col_major,27,27,42,27,0.946227574043666,0.9526627218934911,1,0.946227574043666
ozone-8hr,col_major,28,28,42,28,0.9437657361795292,0.9487179487179487,1,0.9437657361795292
ozone-8hr,col_major,29,29,42,29,0.9442534817247459,0.9506903353057199,1,0.9442534817247459
ozone-8hr,spiral,0,0,42,0,0.9422745241136046,0.9506903353057199,1,0.9422745241136046
ozone-8hr,spiral,1,1,42,1,0.9467214012041598,0.9487179487179487,1,0.9467214012041598
ozone-8hr,spiral,2,2,42,2,0.9467214012041598,0.9428007889546351,1,0.9467214012041598
ozone-8hr,spiral,3,3,42,3,0.9472091467493767,0.9428007889546351,1,0.9472091467493767
ozone-8hr,spiral,4,4,42,4,0.9452411360457337,0.9487179487179487,1,0.9452411360457337
ozone-8hr,spiral,5,5,42,5,0.9462239250744997,0.9309664694280079,1,0.9462239250744997
ozone-8hr,spiral,6,6,42,6,0.9452411360457337,0.9447731755424064,1,0.9452411360457337
ozone-8hr,spiral,7,7,42,7,0.9462239250744998,0.9388560157790927,1,0.9462239250744998
ozone-8hr,spiral,8,8,42,8,0.9452435686918446,0.9506903353057199,1,0.9452435686918446
ozone-8hr,spiral,9,9,42,9,0.9452472176610108,0.9585798816568047,1,0.9452472176610108
ozone-8hr,spiral,10,10,42,10,0.9447485252082952,0.9349112426035503,1,0.9447485252082952
ozone-8hr,spiral,11,11,42,11,0.9437620872103631,0.9566074950690335,1,0.9437620872103631
ozone-8hr,spiral,12,12,42,12,0.9452423523687891,0.9349112426035503,1,0.9452423523687891
ozone-8hr,spiral,13,13,42,13,0.9457386121753938,0.9349112426035503,1,0.9457386121753938
ozone-8hr,spiral,14,14,42,14,0.9427683512740984,0.9526627218934911,1,0.9427683512740984
ozone-8hr,spiral,15,15,42,15,0.945238703399623,0.9467455621301775,1,0.945238703399623
ozone-8hr,spiral,16,16,42,16,0.9482053153317521,0.9447731755424064,1,0.9482053153317521
ozone-8hr,spiral,17,17,42,17,0.9481992337164751,0.9428007889546351,1,0.9481992337164751
ozone-8hr,spiral,18,18,42,18,0.9501757586815058,0.9211045364891519,1,0.9501757586815058
ozone-8hr,spiral,19,19,42,19,0.9452374870765675,0.9487179487179487,1,0.9452374870765675
ozone-8hr,spiral,20,20,42,20,0.9457313142370614,0.9566074950690335,1,0.9457313142370614
ozone-8hr,spiral,21,21,42,21,0.9467214012041598,0.9526627218934911,1,0.9467214012041598
ozone-8hr,spiral,22,22,42,22,0.9432682600498692,0.9585798816568047,1,0.9432682600498692
ozone-8hr,spiral,23,23,42,23,0.9477066228790367,0.9467455621301775,1,0.9477066228790367
ozone-8hr,spiral,24,24,42,24,0.9427671349510429,0.9467455621301775,1,0.9427671349510429
ozone-8hr,spiral,25,25,42,25,0.94327069269598,0.9526627218934911,1,0.94327069269598
ozone-8hr,spiral,26,26,42,26,0.9477078392020921,0.9349112426035503,1,0.9477078392020921
ozone-8hr,spiral,27,27,42,27,0.946227574043666,0.9526627218934911,1,0.946227574043666
ozone-8hr,spiral,28,28,42,28,0.9437657361795292,0.9487179487179487,1,0.9437657361795292
ozone-8hr,spiral,29,29,42,29,0.9442534817247459,0.9506903353057199,1,0.9442534817247459
ozone-8hr,random,0,0,42,0,0.9422745241136046,0.9506903353057199,1,0.9422745241136046
ozone-8hr,random,1,1,42,1,0.9467214012041598,0.9487179487179487,1,0.9467214012041598
ozone-8hr,random,2,2,42,2,0.9467214012041598,0.9428007889546351,3,0.9467214012041598
ozone-8hr,random,3,3,42,3,0.9472091467493767,0.9428007889546351,5,0.9472091467493767
ozone-8hr,random,4,4,42,4,0.9452411360457337,0.9487179487179487,1,0.9452411360457337
ozone-8hr,random,5,5,42,5,0.9462239250744997,0.9309664694280079,1,0.9462239250744997
ozone-8hr,random,6,6,42,6,0.9452411360457337,0.9447731755424064,1,0.9452411360457337
ozone-8hr,random,7,7,42,7,0.9462239250744998,0.9388560157790927,1,0.9462239250744998
ozone-8hr,random,8,8,42,8,0.9452435686918446,0.9506903353057199,1,0.9452435686918446
ozone-8hr,random,9,9,42,9,0.9452472176610108,0.9585798816568047,1,0.9452472176610108
ozone-8hr,random,10,10,42,10,0.9447485252082952,0.9349112426035503,1,0.9447485252082952
ozone-8hr,random,11,11,42,11,0.9437620872103631,0.9566074950690335,1,0.9437620872103631
ozone-8hr,random,12,12,42,12,0.9452423523687891,0.9349112426035503,1,0.9452423523687891
ozone-8hr,random,13,13,42,13,0.9457386121753938,0.9349112426035503,1,0.9457386121753938
ozone-8hr,random,14,14,42,14,0.9427683512740984,0.9526627218934911,1,0.9427683512740984
ozone-8hr,random,15,15,42,15,0.945238703399623,0.9467455621301775,2,0.945238703399623
ozone-8hr,random,16,16,42,16,0.9482053153317521,0.9447731755424064,3,0.9482053153317521
ozone-8hr,random,17,17,42,17,0.9481992337164751,0.9428007889546351,1,0.9481992337164751
ozone-8hr,random,18,18,42,18,0.9501757586815058,0.9171597633136095,1,0.9501757586815058
ozone-8hr,random,19,19,42,19,0.9452374870765675,0.9487179487179487,1,0.9452374870765675
ozone-8hr,random,20,20,42,20,0.9457313142370614,0.9566074950690335,1,0.9457313142370614
ozone-8hr,random,21,21,42,21,0.9467214012041598,0.9526627218934911,2,0.9467214012041598
ozone-8hr,random,22,22,42,22,0.9432682600498692,0.9585798816568047,1,0.9432682600498692
ozone-8hr,random,23,23,42,23,0.9477066228790367,0.9467455621301775,1,0.9477066228790367
ozone-8hr,random,24,24,42,24,0.9427671349510429,0.9467455621301775,1,0.9427671349510429
ozone-8hr,random,25,25,42,25,0.94327069269598,0.9526627218934911,1,0.94327069269598
ozone-8hr,random,26,26,42,26,0.9477078392020921,0.9349112426035503,5,0.9477078392020921
ozone-8hr,random,27,27,42,27,0.946227574043666,0.9526627218934911,1,0.946227574043666
ozone-8hr,random,28,28,42,28,0.9437657361795292,0.9487179487179487,1,0.9437657361795292
ozone-8hr,random,29,29,42,29,0.9442534817247459,0.9506903353057199,2,0.9442534817247459
