dataset,optimizer,seed,target,reference,bar,evals_to_target,reached
vehicle,sa,1,0.95,0.8550054466230939,0.8122551742919392,24,True
vehicle,sa,1,0.98,0.8550054466230939,0.8379053376906319,28,True
vehicle,sa,2,0.9,0.8550054466230939,0.7695049019607845,17,True
vehicle,sa,2,0.95,0.8550054466230939,0.8122551742919392,22,True
vehicle,sa,2,0.98,0.8550054466230939,0.8379053376906319,44,True
vehicle,sa,3,0.9,0.8550054466230939,0.7695049019607845,2,True
vehicle,sa,3,0.95,0.8550054466230939,0.8122551742919392,2,True
vehicle,sa,3,0.98,0.8550054466230939,0.8379053376906319,64,True
vehicle,sa,4,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,4,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,4,0.98,0.8550054466230939,0.8379053376906319,1,True
vehicle,sa,5,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sa,5,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sa,5,0.98,0.8550054466230939,0.8379053376906319,12,True
vehicle,sa,6,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,6,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,6,0.98,0.8550054466230939,0.8379053376906319,1,True
vehicle,sa,7,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sa,7,0.95,0.8550054466230939,0.8122551742919392,26,True
vehicle,sa,7,0.98,0.8550054466230939,0.8379053376906319,71,True
vehicle,sa,8,0.9,0.8550054466230939,0.7695049019607845,5,True
vehicle,sa,8,0.95,0.8550054466230939,0.8122551742919392,9,True
vehicle,sa,8,0.98,0.8550054466230939,0.8379053376906319,17,True
vehicle,sa,9,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sa,9,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sa,9,0.98,0.8550054466230939,0.8379053376906319,11,True
vehicle,sa,10,0.9,0.8550054466230939,0.7695049019607845,2,True
vehicle,sa,10,0.95,0.8550054466230939,0.8122551742919392,9,True
vehicle,sa,10,0.98,0.8550054466230939,0.8379053376906319,9,True
vehicle,sa,11,0.9,0.8550054466230939,0.7695049019607845,19,True
vehicle,sa,11,0.95,0.8550054466230939,0.8122551742919392,22,True
vehicle,sa,11,0.98,0.8550054466230939,0.8379053376906319,23,True
vehicle,sa,12,0.9,0.8550054466230939,0.7695049019607845,4,True
vehicle,sa,12,0.95,0.8550054466230939,0.8122551742919392,6,True
vehicle,sa,12,0.98,0.8550054466230939,0.8379053376906319,24,True
vehicle,sa,13,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,13,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,13,0.98,0.8550054466230939,0.8379053376906319,15,True
vehicle,sa,14,0.9,0.8550054466230939,0.7695049019607845,5,True
vehicle,sa,14,0.95,0.8550054466230939,0.8122551742919392,5,True
vehicle,sa,14,0.98,0.8550054466230939,0.8379053376906319,95,True
vehicle,sa,15,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,15,0.95,0.8550054466230939,0.8122551742919392,2,True
vehicle,sa,15,0.98,0.8550054466230939,0.8379053376906319,13,True
vehicle,sa,16,0.9,0.8550054466230939,0.7695049019607845,25,True
vehicle,sa,16,0.95,0.8550054466230939,0.8122551742919392,26,True
vehicle,sa,16,0.98,0.8550054466230939,0.8379053376906319,54,True
vehicle,sa,17,0.9,0.8550054466230939,0.7695049019607845,2,True
vehicle,sa,17,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sa,17,0.98,0.8550054466230939,0.8379053376906319,8,True
vehicle,sa,18,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,18,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,18,0.98,0.8550054466230939,0.8379053376906319,5,True
vehicle,sa,19,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sa,19,0.95,0.8550054466230939,0.8122551742919392,11,True
vehicle,sa,19,0.98,0.8550054466230939,0.8379053376906319,37,True
vehicle,sa,20,0.9,0.8550054466230939,0.7695049019607845,2,True
vehicle,sa,20,0.95,0.8550054466230939,0.8122551742919392,6,True
vehicle,sa,20,0.98,0.8550054466230939,0.8379053376906319,39,True
vehicle,sa,21,0.9,0.8550054466230939,0.7695049019607845,19,True
vehicle,sa,21,0.95,0.8550054466230939,0.8122551742919392,24,True
vehicle,sa,21,0.98,0.8550054466230939,0.8379053376906319,26,True
vehicle,sa,22,0.9,0.8550054466230939,0.7695049019607845,13,True
vehicle,sa,22,0.95,0.8550054466230939,0.8122551742919392,21,True
vehicle,sa,22,0.98,0.8550054466230939,0.8379053376906319,48,True
vehicle,sa,23,0.9,0.8550054466230939,0.7695049019607845,5,True
vehicle,sa,23,0.95,0.8550054466230939,0.8122551742919392,7,True
vehicle,sa,23,0.98,0.8550054466230939,0.8379053376906319,7,True
vehicle,sa,24,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,24,0.95,0.8550054466230939,0.8122551742919392,3,True
vehicle,sa,24,0.98,0.8550054466230939,0.8379053376906319,4,True
vehicle,sa,25,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,25,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,25,0.98,0.8550054466230939,0.8379053376906319,2,True
vehicle,sa,26,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,26,0.95,0.8550054466230939,0.8122551742919392,4,True
vehicle,sa,26,0.98,0.8550054466230939,0.8379053376906319,5,True
vehicle,sa,27,0.9,0.8550054466230939,0.7695049019607845,6,True
vehicle,sa,27,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sa,27,0.98,0.8550054466230939,0.8379053376906319,14,True
vehicle,sa,28,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,28,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,28,0.98,0.8550054466230939,0.8379053376906319,2,True
vehicle,sa,29,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sa,29,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sa,29,0.98,0.8550054466230939,0.8379053376906319,101,False
vehicle,sh,0,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,0,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,0,0.98,0.8550054466230939,0.8379053376906319,11,True
vehicle,sh,1,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,1,0.95,0.8550054466230939,0.8122551742919392,23,True
vehicle,sh,1,0.98,0.8550054466230939,0.8379053376906319,71,True
vehicle,sh,2,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,2,0.95,0.8550054466230939,0.8122551742919392,7,True
vehicle,sh,2,0.98,0.8550054466230939,0.8379053376906319,23,True
vehicle,sh,3,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,3,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sh,3,0.98,0.8550054466230939,0.8379053376906319,8,True
vehicle,sh,4,0.9,0.8550054466230939,0.7695049019607845,9,True
vehicle,sh,4,0.95,0.8550054466230939,0.8122551742919392,22,True
vehicle,sh,4,0.98,0.8550054466230939,0.8379053376906319,36,True
vehicle,sh,5,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sh,5,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sh,5,0.98,0.8550054466230939,0.8379053376906319,1,True
vehicle,sh,6,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,6,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,6,0.98,0.8550054466230939,0.8379053376906319,12,True
vehicle,sh,7,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sh,7,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,7,0.98,0.8550054466230939,0.8379053376906319,12,True
vehicle,sh,8,0.9,0.8550054466230939,0.7695049019607845,4,True
vehicle,sh,8,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sh,8,0.98,0.8550054466230939,0.8379053376906319,8,True
vehicle,sh,9,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,9,0.95,0.8550054466230939,0.8122551742919392,9,True
vehicle,sh,9,0.98,0.8550054466230939,0.8379053376906319,10,True
vehicle,sh,10,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,10,0.95,0.8550054466230939,0.8122551742919392,7,True
vehicle,sh,10,0.98,0.8550054466230939,0.8379053376906319,10,True
vehicle,sh,11,0.9,0.8550054466230939,0.7695049019607845,9,True
vehicle,sh,11,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,11,0.98,0.8550054466230939,0.8379053376906319,10,True
vehicle,sh,12,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,12,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,12,0.98,0.8550054466230939,0.8379053376906319,24,True
vehicle,sh,13,0.9,0.8550054466230939,0.7695049019607845,5,True
vehicle,sh,13,0.95,0.8550054466230939,0.8122551742919392,7,True
vehicle,sh,13,0.98,0.8550054466230939,0.8379053376906319,10,True
vehicle,sh,14,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,14,0.95,0.8550054466230939,0.8122551742919392,9,True
vehicle,sh,14,0.98,0.8550054466230939,0.8379053376906319,11,True
vehicle,sh,15,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,15,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,15,0.98,0.8550054466230939,0.8379053376906319,48,True
vehicle,sh,16,0.9,0.8550054466230939,0.7695049019607845,4,True
vehicle,sh,16,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,16,0.98,0.8550054466230939,0.8379053376906319,101,False
vehicle,sh,17,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,17,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,17,0.98,0.8550054466230939,0.8379053376906319,49,True
vehicle,sh,18,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,18,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,18,0.98,0.8550054466230939,0.8379053376906319,23,True
vehicle,sh,19,0.9,0.8550054466230939,0.7695049019607845,9,True
vehicle,sh,19,0.95,0.8550054466230939,0.8122551742919392,22,True
vehicle,sh,19,0.98,0.8550054466230939,0.8379053376906319,48,True
vehicle,sh,20,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,20,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,20,0.98,0.8550054466230939,0.8379053376906319,23,True
vehicle,sh,21,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,21,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,21,0.98,0.8550054466230939,0.8379053376906319,12,True
vehicle,sh,22,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,22,0.95,0.8550054466230939,0.8122551742919392,8,True
vehicle,sh,22,0.98,0.8550054466230939,0.8379053376906319,101,False
vehicle,sh,23,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sh,23,0.95,0.8550054466230939,0.8122551742919392,11,True
vehicle,sh,23,0.98,0.8550054466230939,0.8379053376906319,11,True
vehicle,sh,24,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,24,0.95,0.8550054466230939,0.8122551742919392,12,True
vehicle,sh,24,0.98,0.8550054466230939,0.8379053376906319,101,False
vehicle,sh,25,0.9,0.8550054466230939,0.7695049019607845,1,True
vehicle,sh,25,0.95,0.8550054466230939,0.8122551742919392,1,True
vehicle,sh,25,0.98,0.8550054466230939,0.8379053376906319,1,True
vehicle,sh,26,0.9,0.8550054466230939,0.7695049019607845,5,True
vehicle,sh,26,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,26,0.98,0.8550054466230939,0.8379053376906319,49,True
vehicle,sh,27,0.9,0.8550054466230939,0.7695049019607845,7,True
vehicle,sh,27,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,27,0.98,0.8550054466230939,0.8379053376906319,10,True
vehicle,sh,28,0.9,0.8550054466230939,0.7695049019607845,10,True
vehicle,sh,28,0.95,0.8550054466230939,0.8122551742919392,22,True
vehicle,sh,28,0.98,0.8550054466230939,0.8379053376906319,47,True
vehicle,sh,29,0.9,0.8550054466230939,0.7695049019607845,8,True
vehicle,sh,29,0.95,0.8550054466230939,0.8122551742919392,10,True
vehicle,sh,29,0.98,0.8550054466230939,0.8379053376906319,101,False
wdbc,bo_tpe,0,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,0,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,0,0.98,0.980324943873331,0.9607184449958643,13,True
wdbc,bo_tpe,1,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,1,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,1,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,bo_tpe,2,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,2,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,2,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,3,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,3,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,3,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,4,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,4,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,4,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,5,0.9,0.980324943873331,0.8822924494859979,3,True
wdbc,bo_tpe,5,0.95,0.980324943873331,0.9313086966796644,3,True
wdbc,bo_tpe,5,0.98,0.980324943873331,0.9607184449958643,9,True
wdbc,bo_tpe,6,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,6,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,6,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,7,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,7,0.95,0.980324943873331,0.9313086966796644,3,True
wdbc,bo_tpe,7,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,bo_tpe,8,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,8,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,8,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,bo_tpe,9,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,9,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,9,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,10,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,10,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,10,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,11,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,11,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,11,0.98,0.980324943873331,0.9607184449958643,3,True
wdbc,bo_tpe,12,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,12,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,12,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,13,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,13,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,13,0.98,0.980324943873331,0.9607184449958643,3,True
wdbc,bo_tpe,14,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,14,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,14,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,15,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,15,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,15,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,16,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,16,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,16,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,17,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,17,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,17,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,18,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,18,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,18,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,19,0.9,0.980324943873331,0.8822924494859979,3,True
wdbc,bo_tpe,19,0.95,0.980324943873331,0.9313086966796644,5,True
wdbc,bo_tpe,19,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,bo_tpe,20,0.9,0.980324943873331,0.8822924494859979,4,True
wdbc,bo_tpe,20,0.95,0.980324943873331,0.9313086966796644,4,True
wdbc,bo_tpe,20,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,bo_tpe,21,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,21,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,21,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,22,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,22,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,22,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,23,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,bo_tpe,23,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,23,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,24,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,24,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,bo_tpe,24,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,bo_tpe,25,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,25,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,25,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,26,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,26,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,26,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,bo_tpe,27,0.9,0.980324943873331,0.8822924494859979,4,True
wdbc,bo_tpe,27,0.95,0.980324943873331,0.9313086966796644,4,True
wdbc,bo_tpe,27,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,bo_tpe,28,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,28,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,28,0.98,0.980324943873331,0.9607184449958643,10,True
wdbc,bo_tpe,29,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,bo_tpe,29,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,bo_tpe,29,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,0,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,0,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,0,0.98,0.980324943873331,0.9607184449958643,15,True
wdbc,cuckoo,1,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,1,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,1,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,cuckoo,2,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,2,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,2,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,3,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,3,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,3,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,4,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,4,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,4,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,5,0.9,0.980324943873331,0.8822924494859979,3,True
wdbc,cuckoo,5,0.95,0.980324943873331,0.9313086966796644,3,True
wdbc,cuckoo,5,0.98,0.980324943873331,0.9607184449958643,9,True
wdbc,cuckoo,6,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,6,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,6,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,7,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,7,0.95,0.980324943873331,0.9313086966796644,3,True
wdbc,cuckoo,7,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,cuckoo,8,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,8,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,8,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,cuckoo,9,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,9,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,9,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,10,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,10,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,10,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,11,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,11,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,11,0.98,0.980324943873331,0.9607184449958643,3,True
wdbc,cuckoo,12,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,12,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,12,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,13,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,13,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,13,0.98,0.980324943873331,0.9607184449958643,3,True
wdbc,cuckoo,14,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,14,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,14,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,15,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,15,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,15,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,16,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,16,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,16,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,17,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,17,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,17,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,18,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,18,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,18,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,19,0.9,0.980324943873331,0.8822924494859979,3,True
wdbc,cuckoo,19,0.95,0.980324943873331,0.9313086966796644,5,True
wdbc,cuckoo,19,0.98,0.980324943873331,0.9607184449958643,5,True
wdbc,cuckoo,20,0.9,0.980324943873331,0.8822924494859979,4,True
wdbc,cuckoo,20,0.95,0.980324943873331,0.9313086966796644,4,True
wdbc,cuckoo,20,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,cuckoo,21,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,21,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,21,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,22,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,22,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,22,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,23,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,cuckoo,23,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,23,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,24,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,24,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,cuckoo,24,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,cuckoo,25,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,25,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,25,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,26,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,26,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,26,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,cuckoo,27,0.9,0.980324943873331,0.8822924494859979,4,True
wdbc,cuckoo,27,0.95,0.980324943873331,0.9313086966796644,4,True
wdbc,cuckoo,27,0.98,0.980324943873331,0.9607184449958643,4,True
wdbc,cuckoo,28,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,28,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,28,0.98,0.980324943873331,0.9607184449958643,10,True
wdbc,cuckoo,29,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,cuckoo,29,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,cuckoo,29,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,de,0,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,de,0,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,de,0,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,de,1,0.9,0.980324943873331,0.8822924494859979,3,True
wdbc,de,1,0.95,0.980324943873331,0.9313086966796644,3,True
wdbc,de,1,0.98,0.980324943873331,0.9607184449958643,6,True
wdbc,de,2,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,de,2,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,de,2,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,de,3,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,de,3,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,de,3,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,de,4,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,de,4,0.95,0.980324943873331,0.9313086966796644,1,True
wdbc,de,4,0.98,0.980324943873331,0.9607184449958643,1,True
wdbc,de,5,0.9,0.980324943873331,0.8822924494859979,2,True
wdbc,de,5,0.95,0.980324943873331,0.9313086966796644,2,True
wdbc,de,5,0.98,0.980324943873331,0.9607184449958643,2,True
wdbc,de,6,0.9,0.980324943873331,0.8822924494859979,1,True
wdbc,de,6,0.95,0.980324943873331,0.9313086966796644,1,True
